pair_ID	topics_euclidean_dist	topic0	topic1	topic2	topic3	topic4	topic5	topic6	topic7	topic8	topic9	topic10	topic11	topic12	topic13	topic14	topic15	topic16	topic17	topic18	topic19	topic20	topic21	topic22	topic23	topic24	ttopics_euclidean_dist	ttopic0	ttopic1	ttopic2	ttopic3	ttopic4	ttopic5	ttopic6	ttopic7	ttopic8	ttopic9	ttopic10	ttopic11	ttopic12	ttopic13	ttopic14	ttopic15	ttopic16	ttopic17	ttopic18	ttopic19	ttopic20	ttopic21	ttopic22	ttopic23	ttopic24
943	0.857597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.216763	0.695311	0.090207	0.000000	0.000000	0.000000	0.443724	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.216913	0.000000	0.000000	0.000000	0.000000	0.000000	0.093979	0.000000	0.000000	0.835252	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
944	0.574948	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.119676	0.146552	0.481354	0.000000	0.000000	0.251126	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.100475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.564482	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.000000	0.000000	0.000000	0.343518	0.000000	0.000000	0.000000	0.000000
945	0.933936	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082014	0.761636	0.280027	0.000000	0.000000	0.000000	0.454979	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.131687	0.271508	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.657723	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
948	0.013333	0.000000	0.000000	0.000000	0.000000	0.000000	0.013333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013333	0.000000	0.000000
949	0.288639	0.000000	0.000000	0.000000	0.000000	0.000000	0.201864	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.206308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
950	0.016918	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011963	0.305735	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.216188	0.000000	0.216188
953	1.157643	0.000000	0.000000	0.000000	0.000000	0.000000	0.893333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.726377	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120290	0.483577	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.364477	0.000000	0.317810
956	1.076627	0.000000	0.000000	0.000000	0.000000	0.000000	0.784709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.712818	0.000000	0.000000	0.131655	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.133849	0.283674	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200179	0.000000	0.000000	0.000000	0.061026	0.000000	0.191508
957	1.140491	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.713072	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.133594	0.295939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.225262	0.000000	0.191929
959	1.151086	0.000000	0.000000	0.000000	0.000000	0.000000	0.893333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.713620	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.133047	0.053333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053333	0.000000	0.000000
960	0.013427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.472831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.342492	0.000000	0.000000	0.000000	0.000000	0.325989	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
961	0.628623	0.000000	0.155590	0.000000	0.000000	0.000000	0.000000	0.495635	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.353984	0.000000	0.000000	0.000000	0.000000	0.000000	1.106372	0.000000	0.000000	0.000000	0.000000	0.279231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.912727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.551130	0.096306	0.000000	0.000000	0.000000
962	0.289194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.193427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.214986	0.000000	0.000000	0.640217	0.000000	0.147279	0.000000	0.000000	0.078576	0.000000	0.326323	0.000000	0.000000	0.000000	0.000000	0.524906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
963	0.369939	0.000000	0.246910	0.000000	0.275482	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.257787	0.000000	0.000000	0.000000	0.000000	0.000000	0.206222	0.152455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
967	1.110179	0.000000	0.539684	0.000000	0.000000	0.000000	0.000000	0.912727	0.000000	0.000000	0.000000	0.328887	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.164675	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.704645	0.000000	0.000000	0.000000	0.000000	0.912727	0.000000	0.000000	0.000000	0.163927	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
970	0.876718	0.000000	0.684846	0.000000	0.000000	0.000000	0.000000	0.417412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.354101	0.000000	0.000000	0.000000	0.000000	0.000000	0.931686	0.000000	0.000000	0.000000	0.000000	0.279231	0.000000	0.666878	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.179788	0.000000	0.000000	0.000000	0.000000	0.551130	0.096306	0.000000	0.000000	0.000000
973	0.019394	0.000000	0.000000	0.000000	0.000000	0.000000	0.019394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019394	0.000000	0.000000	0.000000	0.019394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
975	0.007273	0.000000	0.000000	0.000000	0.000000	0.000000	0.007273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007273	0.000000	0.000000	0.000000	0.007273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
978	0.289131	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.230608	0.000000	0.000000	0.000000	0.000000	0.000000	0.121210	0.000000	0.000000	0.000000	0.411253	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.322087	0.000000	0.104865	0.000000	0.000000	0.000000	0.233222	0.000000
979	1.284635	0.000000	0.000000	0.000000	0.000000	0.000000	0.912727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.284635	0.000000	0.000000	0.000000	0.912727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
984	1.289812	0.000000	0.000000	0.000000	0.000000	0.000000	0.920000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.289812	0.000000	0.000000	0.000000	0.920000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
985	1.284635	0.000000	0.000000	0.000000	0.000000	0.000000	0.912727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.284635	0.000000	0.000000	0.000000	0.912727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
989	0.013427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013427	0.000000	0.330127	0.000000	0.000000	0.000000	0.000000	0.000000	0.228488	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.238279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
991	0.338546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.243420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.235288	0.000000	0.005275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
994	1.131914	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.862857	0.000000	0.000000	0.000000	0.000000	0.243244	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.691041	0.000000	1.064360	0.000000	0.000000	0.000000	0.000000	0.000000	0.355615	0.000000	0.305873	0.000000	0.000000	0.000000	0.212798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.931429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
996	1.265813	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.862857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.926154	0.000000	1.085271	0.000000	0.000000	0.000000	0.000000	0.000000	0.499464	0.000000	0.174311	0.000000	0.000000	0.000000	0.200511	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.926154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
998	1.265813	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.862857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.926154	0.000000	1.059689	0.000000	0.000000	0.000000	0.000000	0.000000	0.355308	0.000000	0.305681	0.000000	0.000000	0.000000	0.213296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.926154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1000	0.279980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.225891	0.000000	0.000000	0.000000	0.138861	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.089886	0.000000	0.000000	0.000000	0.000000	0.370425	0.000000	0.000000	0.000000	0.169246	0.000000	0.000000	0.130468	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.302571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1002	0.005275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005275	0.000000	0.000000	0.000000	0.000000	0.005275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1004	1.113036	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.269956	0.931429	0.000000	0.000000	0.138857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.528330	0.000000	0.000000	0.000000	0.000000	1.157903	0.000000	0.000000	0.000000	0.602669	0.931429	0.000000	0.331616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1007	1.108663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.269662	0.926154	0.000000	0.000000	0.138946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.528535	0.000000	0.000000	0.000000	0.000000	1.153634	0.000000	0.000000	0.000000	0.602540	0.926154	0.000000	0.331745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1008	0.150121	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108133	0.000000	0.000000	0.000000	0.000000	0.000000	0.104133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.221905	0.000000	0.000000	0.158898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.154898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1009	0.461138	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.316264	0.000000	0.000000	0.000000	0.000000	0.335597	0.000000	0.000000	0.000000	0.000000	0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1016	0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.725148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.174064	0.000000	0.000000	0.142251	0.249215	0.000000	0.000000	0.000000	0.000000	0.098948	0.635144	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1018	0.613574	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.154010	0.000000	0.000000	0.000000	0.489857	0.335847	0.000000	0.000000	0.000000	0.000000	0.293889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.140254	0.000000	0.000000	0.000000	0.000000	0.000000	0.103172	0.236759	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1019	0.679860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.470970	0.000000	0.000000	0.000000	0.490303	0.000000	0.000000	0.000000	0.000000	0.000000	0.281302	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.140373	0.000000	0.000000	0.000000	0.000000	0.000000	0.103163	0.220870	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1021	0.007273	0.000000	0.007273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110646	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.083362	0.000000	0.072756	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1022	0.007273	0.000000	0.007273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1026	1.203775	0.000000	0.912727	0.000000	0.000000	0.000000	0.000000	0.070297	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.776461	0.090384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.833328	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.222561	0.000000	0.000000	0.000000	0.000000	0.000000	0.253077	0.714253	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.265887	0.000000	0.000000	0.000000
1028	1.301076	0.000000	0.920000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.920000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.748510	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.307465	0.610042	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.305911	0.000000	0.000000	0.000000
1029	1.301076	0.000000	0.920000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.920000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.784821	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.338998	0.638290	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.305959	0.000000	0.000000	0.000000
1031	1.295944	0.000000	0.912727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.920000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.778903	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.338979	0.631006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.305966	0.000000	0.000000	0.000000
1033	0.445713	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019103	0.000000	0.000000	0.307462	0.000000	0.322121	0.000000	0.000000	0.000000	0.870815	0.000000	0.000000	0.000000	0.000000	0.405219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.705894	0.309564	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1037	0.342034	0.282503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.068682	0.000000	0.180171	0.000000	0.000000	0.000000	0.466180	0.000000	0.311716	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.346636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1038	0.392061	0.158580	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.145547	0.000000	0.000000	0.221072	0.000000	0.241883	0.000000	0.000000	0.000000	1.151886	0.000000	0.704402	0.000000	0.180598	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.893333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1043	0.501835	0.137216	0.145078	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.144007	0.000000	0.000000	0.257588	0.178691	0.304864	0.000000	0.000000	0.000000	1.031722	0.000000	0.862857	0.000000	0.343150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.128053	0.431019	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1044	0.329544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.145459	0.000000	0.000000	0.258979	0.000000	0.142726	0.000000	0.000000	0.000000	1.242001	0.000000	0.862857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.893333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1045	0.464457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.319411	0.000000	0.000000	0.337189	0.000000	0.000000	0.013333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1046	0.748959	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.352271	0.000000	0.272227	0.000000	0.000000	0.000000	0.000000	0.000000	0.602276	0.000000	0.000000	0.000000	0.000000	0.000000	0.013333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1047	0.655960	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.461327	0.000000	0.000000	0.466327	0.000000	0.000000	1.145632	0.713111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.171889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1048	0.318484	0.000000	0.000000	0.068621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.258605	0.000000	0.000000	0.172762	0.000000	0.000000	0.183325	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120436	0.000000	0.000000	0.138214	0.000000	0.000000
