@relation 'semeval_preprocessed'
@attribute 'pair_ID' integer
@attribute 'lex_count_sw_s1' numeric
@attribute 'lex_count_sw_s2' numeric
@attribute 'lex_count_sw_dif' numeric
@attribute 'JCN_sum_max' numeric
@attribute 'lex_overlap_rem_0sw' numeric
@attribute 'lex_overlap_rem_1sw' numeric
@attribute 'lex_overlap_rem_2sw' numeric
@attribute 'lex_overlap_rem_3sw' numeric
@attribute 'syn_count_dif_NPs' numeric
@attribute 'syn_count_dif_VPs' numeric
@attribute 'syn_count_dif_PPs' numeric
@attribute 'relatedness_groundtruth' numeric

@data
2500,2,3,1,1000,0.4,0.5,0.5,0.5,1,0,0,1.6
2505,2,3,1,1000,0.6,0.5,0.5,0.5,1,0,0,1.6
2506,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.8
2508,5,4,1,1000,0.375,0.286,0.286,0.286,0,0,0,3.9
2509,2,2,0,1000,0.75,0.75,0.75,0.75,0,0,0,5.0
2510,2,3,1,1000,0.8,0.8,0.8,0.8,0,0,0,3.8
2514,5,2,3,1000,0.375,0.429,0.429,0.429,2,1,1,3.4
2515,5,2,3,1000,0.375,0.429,0.429,0.429,1,0,1,3.3
2518,4,4,0,1000,0.571,0.5,0.5,0.5,0,0,0,4.15
2521,3,5,2,1000,0.5,0.444,0.444,0.444,1,1,1,4.0
2529,4,5,1,1000,0.778,0.778,0.778,0.778,1,1,0,3.8
2530,3,3,0,1000,0.833,0.833,0.833,0.833,0,0,0,5.0
2538,3,3,0,1000,0.8,0.75,0.75,0.75,0,0,0,3.9
2539,3,3,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.6
2540,2,3,1,1000,0.833,0.8,0.8,0.8,0,0,0,4.085
2543,3,3,0,1000,0.333,0.2,0.2,0.2,0,0,0,4.6
2545,3,3,0,1000,0.5,0.4,0.4,0.4,0,0,0,4.1
2549,4,3,1,1000,0.75,0.75,0.75,0.75,1,1,0,3.5
2551,4,4,0,1000,0.556,0.625,0.625,0.625,0,1,1,2.6
2553,3,5,2,1000,0.545,0.5,0.5,0.5,2,1,1,3.6
2554,4,3,1,1000,0.667,0.625,0.625,0.625,1,0,1,4.4
2555,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.9
2561,3,3,0,1000,0.667,0.8,0.8,0.8,0,0,0,4.6
2569,2,3,1,0.22,0,0,0,0,0,0,0,1.7
2572,2,2,0,1000,0.25,0.25,0.25,0.25,0,0,0,2.8
2574,4,3,1,1000,0.75,0.714,0.714,0.714,1,1,0,4.0
2577,3,5,2,1000,0.5,0.429,0.429,0.429,0,0,1,4.3
2578,3,4,1,1000,0.714,0.667,0.667,0.667,0,0,0,3.5
2579,5,3,2,1000,0.625,0.571,0.571,0.571,1,1,1,4.1
2582,4,4,0,1000,0.875,0.857,0.857,0.857,0,0,0,3.7
2583,4,3,1,1000,0.571,0.5,0.5,0.5,1,1,1,3.3
2588,4,3,1,1000,0.625,0.571,0.571,0.571,1,0,1,4.2
2589,3,3,0,1000,0.571,0.5,0.5,0.5,0,1,0,3.5
2590,4,3,1,1000,0.714,0.667,0.667,0.667,1,0,1,4.8
2591,4,4,0,1000,0.833,0.8,0.8,0.8,0,0,1,4.8
2592,3,4,1,1000,0.833,0.8,0.8,0.8,0,0,0,4.4
2593,5,3,2,1000,0.625,0.571,0.571,0.571,1,0,1,3.965
2594,3,2,1,1000,0.5,0.4,0.4,0.4,0,0,0,3.4
2596,5,4,1,1000,0.625,0.571,0.571,0.571,0,0,0,3.8
2597,2,4,2,1000,0.5,0.4,0.4,0.4,1,0,1,2.9
2599,3,4,1,1000,0.667,0.6,0.6,0.6,1,0,0,4.4
2601,3,4,1,1000,0.833,0.8,0.8,0.8,1,0,1,3.9
2602,3,3,0,1000,0.833,1,1,1,0,0,0,5.0
2608,3,4,1,1000,0.75,0.714,0.714,0.714,0,0,0,3.2
2615,2,2,0,1000,0.8,0.8,0.8,0.8,0,0,0,5.0
2619,2,3,1,1000,0.286,0.333,0.333,0.4,0,0,0,4.5
2622,4,7,3,1000,0.889,0.875,0.875,0.875,1,2,0,4.9
2623,4,4,0,1000,0.5,0.429,0.429,0.429,1,1,0,1.9
2625,4,4,0,1000,0.875,0.857,0.857,0.857,0,0,0,4.9
2626,5,4,1,1000,0.778,0.75,0.75,0.75,1,0,0,3.9
2627,4,4,0,1000,0.75,0.714,0.714,0.714,0,0,1,5.0
2628,4,5,1,1000,0.667,0.625,0.625,0.625,1,0,1,3.6
2630,4,4,0,1000,0.429,0.333,0.333,0.333,1,1,1,1.6
2632,4,4,0,1000,0.75,0.714,0.714,0.714,0,0,1,4.7
2634,2,3,1,1000,0.429,0.5,0.5,0.5,1,0,0,2.6
2636,5,4,1,1000,0.667,0.625,0.625,0.625,0,0,0,3.0
2637,5,4,1,1000,0.9,0.889,0.889,0.889,0,0,1,3.9
2638,6,3,3,1000,0.5,0.444,0.444,0.444,2,0,2,4.0
2640,5,3,2,1000,0.6,0.556,0.556,0.556,1,0,2,2.9
2643,4,3,1,1000,0.667,0.625,0.625,0.625,1,0,1,4.3
2650,2,3,1,0.72,0.2,0.2,0.2,0.2,0,0,0,3.0
2651,2,4,2,1000,0.286,0.333,0.333,0.333,1,1,0,2.5
2654,5,4,1,1000,0.875,0.875,0.875,0.857,0,0,0,2.9
2655,4,4,0,1000,0.857,0.857,0.857,0.857,0,0,0,4.3
2656,4,3,1,1000,0.833,0.833,0.833,0.833,0,0,0,4.1
2657,3,4,1,1000,0.571,0.571,0.571,0.571,1,0,1,3.4
2660,5,3,2,1000,0.375,0.375,0.375,0.429,0,0,0,1.7
2664,5,4,1,1000,0.875,0.857,0.857,0.857,0,0,0,4.9
2666,6,5,1,1000,0.778,0.875,0.875,0.875,0,0,0,4.8
2670,5,5,0,1000,0.375,0.375,0.375,0.375,0,0,0,3.7
2672,4,5,1,1000,0.375,0.375,0.375,0.375,0,0,0,3.5
2673,4,4,0,1000,0.714,0.667,0.667,0.8,0,0,0,4.8
2675,6,6,0,1000,0.889,0.875,0.875,0.875,0,0,0,4.7
2680,5,4,1,1000,0.625,0.571,0.571,0.571,1,0,0,2.7
2682,6,4,2,1000,0.625,0.571,0.571,0.571,1,0,2,3.0
2684,4,6,2,1000,0.667,0.625,0.625,0.625,0,0,1,4.9
2688,4,5,1,1000,0.5,0.444,0.444,0.444,1,0,1,3.5
2689,4,6,2,1000,0.455,0.4,0.4,0.4,1,0,1,3.5
2691,4,5,1,1000,0.4,0.333,0.333,0.333,1,0,1,3.1
2692,5,4,1,1000,0.5,0.444,0.444,0.444,1,0,1,3.1
2696,5,4,1,1000,0.778,0.778,0.778,0.778,1,1,0,4.0
2701,4,3,1,1000,0.571,0.571,0.571,0.571,0,0,0,4.3
2702,2,2,0,1000,0.8,0.8,0.8,0.8,0,0,0,5.0
2703,2,3,1,1000,0.667,0.667,0.667,0.667,1,1,0,3.8
2705,2,3,1,1000,0.571,0.5,0.5,0.5,1,0,1,3.3
2707,2,2,0,1000,0.6,0.5,0.5,0.5,0,0,0,3.4
2708,3,2,1,1000,0.429,0.5,0.5,0.5,1,0,1,4.6
2709,3,3,0,1000,0.429,0.5,0.5,0.5,0,1,1,2.9
2710,3,2,1,1000,0.571,0.5,0.5,0.5,1,0,1,4.3
2711,6,7,1,1000,0.929,0.923,0.923,0.923,0,0,1,4.8
2713,4,4,0,1000,0.889,0.875,0.875,0.875,1,1,0,4.5
2714,5,4,1,1000,0.889,0.875,0.875,0.875,0,0,0,3.7
2715,3,4,1,1000,0.75,0.714,0.714,0.714,1,0,1,3.65
2716,4,6,2,1000,0.308,0.25,0.25,0.25,2,0,0,2.8
2718,3,6,3,1000,0.385,0.333,0.333,0.333,2,1,1,4.2
2724,8,8,0,1000,0.9,0.889,0.889,0.889,0,0,0,4.615
2728,5,6,1,1000,0.4,0.333,0.333,0.333,1,1,1,1.7
2730,8,7,1,0.349,0.273,0.2,0.2,0.2,1,1,2,1.8
2731,8,6,2,1000,0.333,0.273,0.273,0.273,0,1,2,2.1
2734,3,3,0,1000,0.75,0.714,0.714,0.667,0,0,0,3.6
2735,5,3,2,1000,0.75,0.857,0.857,0.857,1,1,0,4.8
2739,3,5,2,1000,0.429,0.429,0.429,0.5,1,1,0,3.5
2741,3,3,0,1000,0.571,0.571,0.571,0.5,0,0,0,3.6
2744,4,6,2,1000,0.6,0.556,0.556,0.556,0,0,1,5.0
2748,6,4,2,1000,0.545,0.5,0.5,0.5,1,1,0,4.4
2751,3,4,1,1000,0.857,0.833,0.833,0.833,1,0,1,4.7
2752,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.1
2754,4,6,2,1000,0.818,0.8,0.8,0.8,1,1,0,3.0
2755,6,3,3,1000,0.25,0.182,0.182,0.182,3,1,1,4.1
2756,3,6,3,1000,0.273,0.2,0.2,0.2,2,1,1,2.9
2757,4,4,0,1000,0.333,0.25,0.25,0.25,0,0,0,4.3
2758,4,3,1,1000,0.333,0.25,0.25,0.25,1,0,1,3.1
2761,4,5,1,1000,0.857,0.833,0.833,0.833,0,0,0,3.3
2763,3,4,1,1000,0.833,0.8,0.8,0.8,1,0,0,3.4
2764,4,5,1,1000,0.714,0.667,0.667,0.667,1,0,0,2.8
2765,4,4,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.3
2768,4,3,1,1000,0.833,0.8,0.8,0.8,1,0,0,3.4
2770,7,6,1,1000,0.846,0.833,0.833,0.833,1,1,0,3.6
2774,6,5,1,1000,0.636,0.6,0.6,0.6,1,1,0,4.3
2775,4,6,2,1000,0.455,0.4,0.4,0.4,1,0,1,3.1
2776,8,4,4,1000,0.538,0.5,0.5,0.5,2,1,2,4.2
2777,7,4,3,1000,0.538,0.5,0.5,0.5,2,1,1,3.8
2778,4,6,2,1000,0.636,0.6,0.6,0.6,1,0,1,3.9
2779,6,4,2,1000,0.636,0.6,0.6,0.6,1,0,1,4.2
2783,4,3,1,1000,0.833,0.833,0.833,0.833,0,0,0,3.8
2784,5,5,0,1000,0.5,0.571,0.571,0.571,1,0,0,4.715
2787,3,3,0,1000,0.667,0.8,0.8,0.8,0,0,0,3.6
2788,5,3,2,1000,0.625,0.714,0.714,0.714,1,0,1,4.4
2789,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,5.0
2792,7,8,1,1000,0.875,0.867,0.867,0.867,1,1,0,3.2
2797,7,3,4,1000,0.429,0.385,0.385,0.385,2,0,2,4.6
2799,5,3,2,1000,0.571,0.5,0.5,0.5,1,0,1,2.8
2800,3,5,2,1000,0.625,0.625,0.625,0.571,0,0,1,5.0
2802,5,5,0,1000,0.125,0.125,0.125,0.143,1,0,0,3.2
2803,5,4,1,1000,0.286,0.286,0.286,0.333,1,0,1,2.7
2807,2,2,0,1000,0.75,0.75,0.75,0.75,0,0,0,4.9
2809,2,2,0,1000,0.6,0.6,0.6,0.75,0,0,0,4.7
2811,2,2,0,1000,0.6,0.5,0.5,0.5,0,0,0,4.3
2813,2,2,0,1000,0.4,0.4,0.4,0.5,0,0,0,4.1
2815,2,2,0,1000,0.4,0.4,0.4,0.5,0,0,0,4.4
2817,5,6,1,1000,0.8,0.778,0.778,0.75,1,1,0,3.6
2818,5,5,0,1000,0.625,0.571,0.571,0.571,0,0,0,3.7
2821,7,5,2,1000,0.273,0.2,0.2,0.2,1,1,0,2.4
2827,5,7,2,1000,0.727,0.8,0.8,0.8,1,0,1,4.9
2828,5,6,1,1000,0.909,0.909,0.909,0.9,0,0,0,3.7
2837,4,3,1,1000,0.714,0.714,0.714,0.714,1,1,0,3.8
2838,6,4,2,1000,0.7,0.667,0.667,0.667,1,1,0,4.8
2839,4,4,0,1000,0.556,0.5,0.5,0.5,1,0,0,3.0
2844,4,3,1,1000,0.556,0.5,0.5,0.5,1,0,1,4.3
2845,2,2,0,1000,0.8,0.8,0.8,0.8,0,0,0,5.0
2850,4,2,2,1000,0.5,0.5,0.5,0.5,0,0,0,4.2
2851,2,3,1,1000,0.8,0.8,0.8,0.8,0,0,0,4.4
2853,2,3,1,1000,0.6,0.6,0.6,0.6,0,0,0,4.2
2854,5,5,0,1000,0.857,0.857,0.857,0.857,0,0,0,4.8
2856,4,4,0,1000,0.857,0.857,0.857,0.857,0,0,0,4.4
2857,3,4,1,1000,0.5,0.5,0.5,0.5,1,0,0,3.0
2860,5,4,1,1000,0.571,0.571,0.571,0.571,0,0,1,2.9
2861,6,4,2,1000,0.5,0.5,0.5,0.5,0,0,1,3.6
2862,4,5,1,1000,0.571,0.571,0.571,0.571,0,0,1,3.435
2863,5,3,2,1000,0.429,0.429,0.429,0.429,0,0,1,4.6
2864,3,3,0,1000,0.5,0.4,0.4,0.4,0,0,0,4.3
2865,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.5
2867,3,3,0,1000,0.667,0.6,0.6,0.6,0,0,0,3.7
2868,4,3,1,1000,0.571,0.5,0.5,0.5,0,0,1,2.9
2870,3,3,0,1000,0.333,0.2,0.2,0.2,0,0,0,2.5
2874,3,5,2,1000,0.875,0.857,0.857,0.857,1,1,0,4.8
2875,4,3,1,1000,0.875,0.857,0.857,0.857,0,0,0,3.3
2879,4,3,1,1000,0.75,0.714,0.714,0.714,1,1,0,3.5
2881,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.3
2883,3,5,2,1000,0.571,0.571,0.571,0.571,0,0,1,4.9
2890,2,2,0,1000,0.8,0.8,0.8,0.8,0,0,0,4.9
2891,2,2,0,1000,0.8,0.8,0.8,0.8,0,0,0,4.0
2894,2,4,2,1000,0.286,0.286,0.286,0.286,0,0,1,4.4
2896,2,2,0,1000,0.6,0.6,0.6,0.6,0,0,0,4.6
2899,6,6,0,1000,0.889,0.875,0.875,0.857,0,1,0,4.6
2900,6,3,3,1000,0.333,0.25,0.25,0.286,1,0,1,2.8
2903,7,6,1,1000,0.7,0.667,0.667,0.625,0,0,1,4.7
2905,5,6,1,1000,0.667,0.625,0.625,0.571,0,1,0,4.6
2907,5,6,1,1000,0.778,0.75,0.75,0.714,0,0,0,4.7
2908,4,4,0,1000,0.875,0.875,0.875,0.875,0,0,0,4.9
2909,4,5,1,1000,0.778,0.778,0.778,0.778,1,1,0,4.3
2910,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,5.0
2913,4,4,0,1000,0.25,0.286,0.286,0.286,0,1,1,3.1
2915,5,3,2,1000,0.222,0.222,0.222,0.222,2,1,1,4.0
2916,4,3,1,1000,0.375,0.286,0.286,0.286,1,0,1,3.5
2917,4,4,0,1000,0.875,0.875,0.875,0.875,0,0,0,4.8
2918,4,5,1,1000,0.778,0.75,0.75,0.75,0,0,1,3.0
2919,4,4,0,1000,0.889,0.875,0.875,0.875,0,0,0,4.2
2920,4,5,1,1000,0.889,0.875,0.875,0.875,0,0,0,3.4
2924,4,5,1,1000,0.556,0.5,0.5,0.5,0,0,1,2.8
2926,3,5,2,1000,0.625,0.571,0.571,0.5,0,0,1,4.9
2927,4,3,1,1000,0.714,0.714,0.714,0.667,1,1,0,3.1
2930,3,3,0,1000,0.5,0.4,0.4,0.4,0,0,0,2.5
2933,3,4,1,1000,0.286,0.286,0.286,0.333,1,1,0,2.9
2935,4,5,1,1000,0.889,0.875,0.875,0.875,1,0,1,4.6
2937,4,5,1,1000,0.778,0.75,0.75,0.75,1,0,1,4.9
2938,4,4,0,1000,0.625,0.571,0.571,0.571,0,0,0,3.7
2939,4,6,2,1000,0.667,0.625,0.625,0.625,1,0,1,3.2
2941,4,4,0,1000,0.375,0.286,0.286,0.286,0,0,0,3.3
2943,4,5,1,1000,0.667,0.625,0.625,0.625,1,0,1,3.8
2945,4,4,0,1000,0.75,0.714,0.714,0.714,0,0,0,4.0
2951,4,4,0,1000,0.375,0.429,0.429,0.429,0,1,0,3.2
2952,3,4,1,1000,0.25,0.286,0.286,0.286,1,0,0,4.7
2955,3,5,2,1000,0.571,0.5,0.5,0.5,0,0,1,4.8
2957,5,5,0,1000,0.889,0.875,0.875,0.875,0,0,0,4.5
2958,6,5,1,1000,0.889,0.875,0.875,0.875,0,0,0,3.4
2959,5,3,2,1000,0.556,0.5,0.5,0.5,1,0,1,3.8
2960,3,6,3,1000,0.556,0.5,0.5,0.5,1,0,1,4.0
2961,5,5,0,1000,0.625,0.571,0.571,0.571,1,0,0,4.7
2964,3,6,3,1000,0.556,0.5,0.5,0.5,1,1,0,4.9
2966,3,3,0,1000,1,1,1,1,0,0,0,3.5
2969,3,3,0,1000,0.625,0.571,0.571,0.571,0,0,0,4.7
2970,3,3,0,1000,0.714,0.667,0.667,0.667,0,0,0,3.5
2971,6,3,3,1000,0.444,0.375,0.375,0.375,1,1,0,4.6
2974,3,3,0,1000,0.714,0.667,0.667,0.667,0,0,0,4.8
2976,3,3,0,1000,0.75,0.714,0.714,0.714,1,0,0,3.4
2977,3,3,0,1000,0.75,0.714,0.714,0.714,1,0,0,3.9
2980,2,3,1,1000,0.375,0.429,0.429,0.429,1,0,1,3.8
2981,3,3,0,1000,0.125,0.143,0.143,0.143,0,1,1,3.4
2983,2,3,1,1000,0.286,0.333,0.333,0.333,0,0,1,2.8
2984,2,3,1,0.14,0.125,0.143,0.143,0.143,0,0,1,2.8
2988,8,7,1,1000,0.917,0.909,0.909,0.909,0,0,0,4.1
2989,6,7,1,1000,0.667,0.636,0.636,0.636,1,1,0,3.7
2992,3,7,4,1000,0.25,0.182,0.182,0.182,2,1,2,3.5
2994,7,3,4,1000,0.333,0.273,0.273,0.273,2,1,2,4.0
2997,3,5,2,1000,0.857,0.833,0.833,0.833,1,1,0,5.0
2998,4,3,1,1000,0.75,0.75,0.75,0.714,1,1,0,4.2
3005,8,7,1,1000,0.833,0.818,0.818,0.818,1,1,0,3.1
3007,5,4,1,1000,0.875,0.875,0.875,0.875,0,0,0,3.5
3010,4,7,3,1000,0.3,0.333,0.333,0.333,0,0,0,3.3
3014,7,5,2,1000,0.4,0.444,0.444,0.444,0,0,0,4.3
3015,4,6,2,1000,0.7,0.7,0.7,0.7,1,0,1,4.6
3016,4,7,3,1000,0.545,0.545,0.545,0.545,1,0,1,3.5
3018,4,4,0,1000,0.875,0.875,0.875,0.875,0,0,0,3.5
3019,4,4,0,1000,0.5,0.5,0.5,0.5,0,0,0,3.7
3022,4,7,3,1000,0.455,0.455,0.455,0.455,1,0,1,2.1
3024,5,4,1,1000,0.857,0.833,0.833,0.833,0,0,0,4.6
3027,4,4,0,1000,0.571,0.5,0.5,0.5,0,0,0,3.8
3031,4,4,0,1000,0.429,0.333,0.333,0.333,0,0,1,4.1
3038,4,5,1,1000,0.778,0.75,0.75,0.75,0,0,0,3.8
3039,4,4,0,1000,0.875,0.857,0.857,0.857,0,0,0,4.4
3041,4,4,0,1000,0.875,0.857,0.857,0.857,0,0,0,4.4
3042,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.5
3043,3,6,3,1000,0.5,0.429,0.429,0.429,1,0,2,3.1
3046,3,6,3,1000,0.625,0.571,0.571,0.571,1,1,1,3.7
3047,4,3,1,1000,0.714,0.667,0.667,0.667,0,0,0,4.2
3049,4,6,2,1000,0.5,0.429,0.429,0.429,1,0,1,3.0
3050,4,3,1,1000,0.714,0.667,0.667,0.667,0,0,1,4.4
3054,4,6,2,1000,0.556,0.5,0.5,0.5,0,0,0,3.1
3059,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.5
3062,11,11,0,1000,0.929,0.923,0.923,0.923,0,0,0,4.3
3065,11,5,6,1000,0.286,0.308,0.308,0.308,2,2,1,4.2
3068,9,5,4,1000,0.333,0.357,0.357,0.357,2,3,1,3.8
3069,11,5,6,1000,0.357,0.385,0.385,0.385,2,2,1,4.2
3071,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,5.0
3072,3,3,0,1000,0.8,0.75,0.75,0.75,0,0,0,3.6
3073,5,7,2,1000,0.7,0.667,0.667,0.667,0,0,1,4.9
3079,3,5,2,1000,0.5,0.429,0.429,0.429,1,0,1,4.6
3081,2,2,0,1000,0.8,0.75,0.75,0.75,0,0,0,3.9
3085,2,3,1,1000,0.5,0.5,0.5,0.5,0,0,0,3.1
3091,2,3,1,1000,0.6,0.75,0.75,0.75,0,0,0,4.5
3092,2,3,1,1000,0.6,0.6,0.6,0.6,0,0,0,3.6
3094,2,3,1,1000,0.4,0.4,0.4,0.4,0,0,0,3.0
3097,2,2,0,1000,0.5,0.5,0.5,0.5,0,0,0,3.5
3100,3,7,4,1000,0.5,0.444,0.444,0.444,1,1,1,3.4
3102,4,8,4,1000,0.417,0.364,0.364,0.364,2,1,2,2.5
3110,4,3,1,1000,0.714,0.714,0.714,0.714,1,1,0,3.3
3111,2,2,0,1000,0.75,0.75,0.75,0.75,0,0,0,4.4
3114,3,2,1,1000,0.333,0.4,0.4,0.4,1,0,0,4.2
3121,7,7,0,1000,0.857,0.857,0.857,0.846,1,1,0,3.8
3126,7,4,3,1000,0.538,0.5,0.5,0.545,1,1,0,4.4
3129,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.9
3130,4,3,1,1000,0.571,0.5,0.5,0.5,0,0,0,3.3
3132,2,3,1,1000,0.6,0.5,0.5,0.5,1,0,0,2.7
3134,2,4,2,1000,0.429,0.333,0.333,0.333,1,0,0,2.8
3140,1,2,1,1000,0.833,0.833,0.833,0.833,0,0,1,3.5
3150,4,4,0,1000,0.556,0.5,0.5,0.5,1,0,0,3.1
3153,4,3,1,1000,0.625,0.571,0.571,0.571,1,0,1,3.9
3156,3,5,2,1000,0.571,0.5,0.5,0.5,0,0,1,4.9
3157,3,4,1,1000,0.714,0.667,0.667,0.667,1,1,0,3.9
3158,5,5,0,1000,0.875,1,1,1,0,0,0,5.0
3161,5,3,2,1000,0.625,0.571,0.571,0.571,1,0,1,3.9
3162,6,3,3,1000,0.5,0.5,0.5,0.5,1,0,1,3.1
3164,5,5,0,1000,0.429,0.429,0.429,0.429,1,0,0,3.4
3165,5,4,1,1000,0.571,0.571,0.571,0.571,0,1,1,3.7
3166,3,5,2,1000,0.571,0.571,0.571,0.571,1,0,1,3.7
3170,4,3,1,1000,0.778,0.75,0.75,0.75,1,1,0,4.3
3182,4,4,0,1000,0.625,0.714,0.714,0.714,0,0,0,4.5
3186,3,4,1,1000,0.714,0.667,0.667,0.667,1,1,0,3.0
3187,3,3,0,1000,0.8,0.75,0.75,0.75,0,0,0,4.9
3188,3,3,0,1000,0.667,0.6,0.6,0.6,0,0,0,3.9
3192,3,4,1,1000,0.429,0.333,0.333,0.333,1,1,0,2.1
3200,4,6,2,1000,0.556,0.5,0.5,0.5,1,0,1,4.7
3201,4,6,2,1000,0.5,0.444,0.444,0.444,1,1,0,4.1
3202,5,4,1,1000,0.625,0.571,0.571,0.571,0,0,0,4.6
3203,5,3,2,1000,0.571,0.5,0.5,0.5,0,0,1,4.9
3208,6,3,3,1000,0.5,0.444,0.444,0.444,2,1,2,3.7
3213,2,4,2,1000,0.375,0.286,0.286,0.286,1,0,1,2.6
3214,4,4,0,1000,0.75,0.714,0.714,0.714,0,0,0,4.8
3217,4,5,1,1000,0.75,0.714,0.714,0.714,0,0,0,4.0
3218,6,4,2,1000,0.6,0.556,0.556,0.556,1,1,1,4.6
3221,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.7
3223,4,6,2,1000,0.8,0.778,0.778,0.778,1,1,1,4.9
3224,5,4,1,1000,0.625,0.571,0.571,0.571,0,0,0,3.8
3227,4,4,0,1000,0.625,0.571,0.571,0.571,0,0,0,3.4
3228,5,4,1,1000,0.625,0.571,0.571,0.571,1,1,0,2.7
3230,8,9,1,1000,0.923,0.917,0.917,0.917,1,0,1,5.0
3232,4,4,0,1000,0.8,0.778,0.778,0.778,0,0,0,4.1
3238,4,8,4,1000,0.417,0.364,0.364,0.364,2,1,1,3.6
3242,2,3,1,1000,0.5,0.5,0.5,0.4,1,0,1,3.3
3243,3,3,0,1000,0.571,0.571,0.571,0.667,0,0,0,3.9
3248,2,4,2,1000,0.429,0.333,0.333,0.333,0,0,1,4.9
3252,6,2,4,1000,0.4,0.333,0.333,0.333,2,0,2,4.2
3253,7,2,5,1000,0.4,0.333,0.333,0.333,2,0,3,3.9
3254,4,6,2,1000,0.3,0.222,0.222,0.222,2,0,1,4.1
3255,6,2,4,1000,0.4,0.333,0.333,0.333,2,0,2,3.5
3256,6,2,4,1000,0.4,0.333,0.333,0.333,2,0,2,4.2
3257,3,3,0,1000,0.833,1,1,1,0,0,0,5.0
3260,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.2
3261,3,5,2,1000,0.571,0.5,0.5,0.5,0,0,1,5.0
3262,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.3
3264,3,3,0,1000,0.667,0.8,0.8,0.8,0,0,0,3.7
3271,5,5,0,1000,0.5,0.5,0.5,0.5,0,0,0,3.1
3272,4,6,2,1000,0.545,0.6,0.6,0.6,1,0,1,4.2
3273,5,4,1,1000,0.545,0.6,0.6,0.6,1,1,0,3.8
3274,4,5,1,1000,0.556,0.556,0.556,0.556,0,0,0,3.9
3277,6,4,2,1000,0.667,0.667,0.667,0.667,1,1,0,5.0
3278,4,5,1,1000,0.889,0.889,0.889,0.889,0,0,0,3.8
3280,6,7,1,1000,0.455,0.5,0.5,0.5,1,1,1,4.4
3281,7,5,2,1000,0.455,0.5,0.5,0.5,0,0,1,3.6
3283,4,9,5,1000,0.455,0.5,0.5,0.5,1,0,2,4.5
3285,4,7,3,1000,0.455,0.5,0.5,0.5,0,0,1,4.0
3286,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.3
3287,3,4,1,1000,0.75,0.714,0.714,0.714,0,0,0,3.7
3288,2,4,2,1000,0.429,0.333,0.333,0.333,0,0,1,5.0
3294,2,3,1,1000,0.5,0.4,0.4,0.4,1,0,0,2.0
3298,3,3,0,1000,0.833,0.833,0.833,0.833,0,0,0,4.5
3299,4,3,1,1000,0.857,0.857,0.857,0.857,0,0,0,2.8
3303,7,3,4,1000,0.5,0.556,0.556,0.556,2,0,1,3.2
3304,5,3,2,1000,0.5,0.571,0.571,0.571,2,0,1,4.0
3311,5,4,1,1000,0.273,0.3,0.3,0.3,0,0,0,2.7
3313,4,5,1,1000,0.2,0.222,0.222,0.222,0,0,0,2.3
3314,4,4,0,1000,0.3,0.333,0.333,0.333,0,0,0,3.9
3316,4,3,1,1000,0.778,0.75,0.75,0.75,1,1,0,3.4
3319,4,3,1,1000,0.444,0.444,0.444,0.444,1,0,0,2.9
3321,3,4,1,1000,0.667,0.625,0.625,0.625,0,0,0,4.0
3324,4,3,1,1000,0.667,0.625,0.625,0.625,1,1,0,3.7
3325,3,3,0,1000,0.75,0.714,0.714,0.714,0,0,0,4.7
3327,2,3,1,1000,0.667,0.667,0.667,0.667,0,0,0,3.1
3329,2,3,1,1000,0.833,0.833,0.833,0.833,0,0,0,3.8
3330,2,2,0,1000,0.4,0.4,0.4,0.4,0,0,0,2.4
3332,4,2,2,1000,0.286,0.286,0.286,0.286,0,0,1,1.8
3336,4,4,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.8
3339,7,7,0,1000,0.727,0.7,0.7,0.7,0,1,1,3.6
3340,9,4,5,1000,0.417,0.364,0.364,0.364,2,1,1,3.2
3342,4,7,3,1000,0.455,0.4,0.4,0.4,1,0,1,2.7
3344,7,4,3,1000,0.6,0.556,0.556,0.556,1,1,0,4.0
3345,4,7,3,1000,0.5,0.444,0.444,0.444,1,1,0,3.0
3346,2,2,0,1000,0.667,0.667,0.667,0.667,0,0,0,3.7
3347,4,2,2,0.158,0.4,0.4,0.4,0.4,1,0,0,4.0
3349,3,4,1,1000,0.667,0.6,0.6,0.6,0,0,1,3.315
